时间,比赛名称,下注选项,当前价格,池子大小,模拟投入($),预计利润($),链接
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:04 a.m.,"Bitcoin above ___ on December 2?","No",0.977,376194.325424,100,2.30,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:24:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,119767.083766,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:26:47 a.m.,"Bitcoin above ___ on December 2?","No",0.979,376194.325424,100,2.10,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:27:56 a.m.,"Ethereum above ___ on December 2?","Yes",0.978,119767.083766,100,2.20,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:30:39 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,119767.083766,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:41:09 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,119767.083766,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:43:37 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 8:52:08 a.m.,"Ethereum above ___ on December 2?","Yes",0.977,120174.48091,100,2.30,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:02:46 a.m.,"Ethereum above ___ on December 2?","Yes",0.979,120174.48091,100,2.10,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:03:55 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:04:59 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:10:58 a.m.,"Ethereum above ___ on December 2?","Yes",0.98,120174.48091,100,2.00,https://polymarket.com/event/ethereum-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:17 a.m.,"Bitcoin above ___ on December 2?","Yes",0.966,318700.401677,100,3.40,https://polymarket.com/event/bitcoin-above-on-december-2
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
2025-12-02, 9:32:49 a.m.,"When will Bitcoin hit $150k?","Yes",0.22,90802.149147,100,78.00,https://polymarket.com/event/when-will-bitcoin-hit-150k
